numObj,x,y,z,velocity,timestamp
5,"[2.60315, 2.6735, 2.53279, 2.60315, 2.6735]","[-0.031467, -0.0315868, 0, 0, 0]","[0.116111, 0.145027, 0.0950632, 0.10223, 0.0939039]","[0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:36:25
6,"[2.46244, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735]","[0, 0.0313793, 0, -0.0942196, -0.0630733, 0]","[0.208352, 0.0889933, 0.131995, 0.0838197, 0.129949, 0.226467]","[0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:36:26
3,"[2.46244, 2.53279, 2.46244]","[-0.0638189, -0.0637131, -0.0314633]","[0.200343, 0.192002, 0.115091]","[0.147187, 0.147187, -0.147187]",13/08/2025 21:36:27
11,"[2.46244, 2.53279, 2.60315, 2.6735, 2.46244, 2.53279, 2.60315, 2.6735, 2.46244, 2.53279, 2.60315]","[-0.062791, -0.0628214, -0.031386, -0.0313081, -0.0940483, -0.0939697, -0.0939111, -0.0939104, 0, 0, 0.0314489]","[0.0892423, 0.0944937, 0.0913357, 0.0581988, 0.0583346, 0.0416844, 0.0221849, -0.0218827, 0.0688233, 0.070648, 0.111057]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:36:29
25,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.46244, 2.53279, 2.60315, 2.6735, 2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386]","[0.031314, 0.0313794, 0, -0.0949892, 0, 0.0628385, 0.0629167, 0.0315277, 0.0313907, 0.0627547, 0.0626555, 0.0630941, 0.0632336, 0.0315984, 0.0630867, -0.062766, 0, -0.0312878, -0.0312812, -0.0313482, -0.031332, -0.031377, -0.0313376, -0.0312981, -0.0314493]","[0.0613287, 0.0890429, 0.114339, 0.1522, 0.0918357, 0.0973264, 0.109294, 0.131589, 0.0929791, 0.0825361, 0.0604845, 0.132446, 0.148073, 0.147522, 0.131561, 0.0846872, 0.0656662, 0.0456908, 0.0408255, 0.0770903, 0.070049, 0.0881755, 0.0725797, 0.0524261, 0.11118]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:36:30
26,"[2.32173, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386, 2.32173, 2.39208, 2.53279, 2.32173, 2.39208, 2.46244, 2.53279, 2.60315]","[0.0314648, 0.0314874, -0.062681, 0, 0, -0.0312798, -0.0312932, -0.0314554, -0.0626293, -0.0626006, -0.0312816, -0.0312551, -0.0625703, -0.0627181, -0.0627726, -0.0627911, -0.0312911, -0.0626188, 0.031302, 0.0313105, 0.0313597, 0.0313545, 0.0313614, 0.0321422, 0.0315796, 0.031672]","[0.115504, 0.121522, 0.0668563, 0.119879, 0.114558, 0.0397721, -0.0493639, 0.112883, 0.0531351, 0.0437143, 0.0411658, -2.47498e-05, -0.0307193, 0.0751753, 0.0859149, 0.0892723, 0.0479498, 0.049883, 0.0547554, 0.0594896, 0.0816779, 0.079657, 0.0823475, 0.235451, 0.143459, 0.162407]","[0, 0, 0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:36:31
19,"[2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.39208, 2.46244, 2.53279, 2.60315, 2.6735, 2.74386]","[0, 0, 0, 0, 0, -0.0313247, -0.0312663, 0, 0, 0, 0, 0, 0.0323683, 0, 0, 0, 0, 0, 0]","[0.25814, 0.29597, 0.289627, 0.218323, 0.218896, 0.0666575, 0.0267655, 0.0112097, 0.172028, 0.227218, 0.265456, 0.219304, 0.262986, 0.199537, 0.265588, 0.343062, 0.302517, 0.323459, 0.383731]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:36:32
28,"[2.18102, 2.25137, 2.32173, 2.39208, 2.46244, 2.53279, 2.39208, 2.46244, 2.11066, 2.18102, 2.25137, 2.32173, 2.39208, 2.46244, 2.53279, 2.11066, 2.18102, 2.25137, 2.32173, 2.39208, 2.46244, 2.53279, 2.18102, 2.25137, 2.32173, 2.39208, 2.46244, 2.53279]","[0, -0.0320351, -0.0324539, -0.0324707, -0.0320327, -0.0320381, -0.0313056, 0, 0.0313526, 0.0313381, 0.03134, 0, -0.0312648, -0.0312589, 0, 0, 0.0314326, 0.0314584, -0.031867, -0.0630923, -0.0628179, -0.0314467, 0, -0.0325179, -0.0653668, -0.0639691, -0.0634505, -0.0318266]","[0.165732, 0.221094, 0.272601, 0.274444, 0.220748, 0.221498, -0.0568131, -0.04896, 0.0788742, 0.0727729, 0.0736052, 0.0795012, 0.024934, 0.0155348, 0.0276528, 0.11137, 0.106313, 0.113735, 0.196245, 0.13223, 0.0939, 0.110429, 0.165982, 0.279549, 0.294927, 0.211575, 0.169434, 0.189758]","[0, 0, 0, 0, 0, 0, -0.588746, -0.588746, -0.44156, -0.44156, -0.44156, -0.44156, -0.44156, -0.44156, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187, -0.147187]",13/08/2025 21:36:33
25,"[1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 1.61817, 1.68853, 1.75888, 1.82924, 1.89959, 1.96995, 1.96995]","[-0.0316276, 0, 0.0313412, 0.0313795, 0.0313776, 0.031283, 0, 0, 0, 0, 0.0315354, 0.0315991, -0.0312563, -0.0312671, -0.0313385, 0, 0.0319523, 0.104959, -0.0626204, -0.062661, -0.062847, -0.0317944, 0, -0.0320736, -0.0650966]","[0.153599, 0.134294, 0.0741151, 0.0890783, 0.0883742, 0.0422357, 0.0644985, 0.05433, 0.0595317, 0.108986, 0.13342, 0.147673, 0.00876078, 0.0276586, 0.0729472, 0.140021, 0.209245, 0.931582, 0.0504056, 0.0619184, 0.0986964, 0.184411, -0.195743, -0.226367, -0.280961]","[-0.883119, -0.883119, -0.883119, -0.883119, -0.883119, -0.883119, -0.735933, -0.735933, -0.735933, -0.735933, -0.735933, -0.735933, -0.588746, -0.588746, -0.588746, -0.588746, -0.588746, -0.588746, -0.44156, -0.44156, -0.44156, -0.44156, -0.44156, -0.44156, -0.294373]",13/08/2025 21:36:34
